Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jaipur,Thiruvananthapuram,Amaravati
2019-03-17,321.0,115.0,106.0,198.0,149.0,97.0,221.0,144.0,98.0,119.0,109.0,101.0,98.0
2019-03-18,353.0,123.0,86.0,221.0,237.0,93.0,174.0,161.0,98.0,136.0,109.0,88.0,101.0
2019-03-19,1017.0,113.0,87.0,239.0,212.0,85.0,206.0,197.0,100.0,142.0,107.0,80.0,85.0
2019-03-20,876.0,102.0,103.0,234.0,254.0,86.0,205.0,189.0,78.0,86.0,101.0,69.0,85.0
2019-03-21,380.0,120.0,138.0,272.0,270.0,95.0,327.0,243.0,74.0,61.0,121.0,79.0,60.0
2019-03-22,730.0,122.0,102.0,141.0,139.0,87.0,255.0,144.0,91.0,69.0,101.0,94.0,56.0
2019-03-23,998.0,119.0,95.0,131.0,110.0,101.0,188.0,99.0,114.0,82.0,90.0,81.0,67.0
2019-03-24,917.0,120.0,83.0,126.0,134.0,111.0,204.0,103.0,101.0,71.0,101.0,80.0,79.0
2019-03-25,402.0,97.0,83.0,136.0,190.0,107.0,182.0,114.0,99.0,89.0,112.0,79.0,45.0
2019-03-26,404.0,113.0,87.0,162.0,217.0,113.0,134.0,119.0,81.0,95.0,101.0,82.0,53.0
2019-03-27,559.0,129.0,81.0,177.0,172.0,107.0,165.0,127.0,71.0,148.0,110.0,89.0,69.0
2019-03-28,1459.0,148.0,81.0,245.0,215.0,114.0,201.0,193.0,87.0,230.0,128.0,74.0,65.0
2019-03-29,1222.0,149.0,73.0,273.0,304.0,127.0,204.0,230.0,91.0,139.0,142.0,79.0,78.0
2019-03-30,869.0,137.0,81.0,252.0,315.0,132.0,224.0,254.0,103.0,135.0,132.0,82.0,83.0
2019-03-31,471.0,135.0,100.0,198.0,261.0,124.0,192.0,193.0,110.0,83.0,116.0,86.0,64.0
2019-04-01,353.0,126.0,130.0,153.0,137.0,106.0,149.0,114.0,126.0,87.0,109.0,79.0,102.0
2019-04-02,679.0,136.0,126.0,194.0,204.0,114.0,132.0,161.0,108.0,118.0,109.0,80.0,92.0
2019-04-03,688.0,135.0,117.0,208.0,291.0,106.0,188.0,183.0,101.0,139.0,125.0,83.0,58.0
2019-04-04,1044.0,127.0,89.0,260.0,336.0,102.0,178.0,187.0,91.0,110.0,128.0,74.0,76.0
2019-04-05,537.0,130.0,100.0,284.0,315.0,93.0,108.0,260.0,96.0,167.0,144.0,65.0,78.0
2019-04-06,420.0,130.0,101.0,269.0,232.0,89.0,94.0,282.0,86.0,182.0,137.0,61.0,91.0
2019-04-07,534.0,127.0,99.0,315.0,195.0,78.0,140.0,312.0,105.0,122.0,132.0,66.0,124.0
2019-04-08,472.0,125.0,98.0,284.0,153.0,80.0,121.0,320.0,81.0,90.0,457.0,69.0,75.0
2019-04-09,493.0,149.0,112.0,240.0,155.0,91.0,111.0,243.0,80.0,122.0,199.0,70.0,73.0
2019-04-10,566.0,123.0,111.0,263.0,197.0,100.0,133.0,247.0,100.0,114.0,140.0,68.0,101.0
2019-04-11,1121.0,112.0,110.0,196.0,197.0,87.0,136.0,194.0,86.0,97.0,138.0,83.0,64.0
2019-04-12,944.0,130.0,100.0,202.0,278.0,82.0,147.0,220.0,91.0,89.0,258.0,68.0,80.0
2019-04-13,395.0,109.0,79.0,175.0,253.0,91.0,148.0,180.0,96.0,78.0,194.0,72.0,85.0
2019-04-14,406.0,106.0,76.0,150.0,169.0,102.0,171.0,140.0,99.0,93.0,121.0,72.0,80.0
2019-04-15,649.0,111.0,76.0,163.0,150.0,95.0,141.0,166.0,89.0,111.0,124.0,64.0,84.0
2019-04-16,428.0,115.0,70.0,206.0,171.0,104.0,116.0,257.0,110.0,126.0,164.0,65.0,79.0
2019-04-17,392.0,124.0,73.0,102.0,136.0,91.0,98.0,76.0,114.0,65.0,82.0,61.0,91.0
2019-04-18,274.0,127.0,62.0,104.0,115.0,96.0,135.0,58.0,111.0,58.0,86.0,66.0,79.0
2019-04-19,354.0,107.0,66.0,151.0,95.0,94.0,187.0,120.0,88.0,87.0,102.0,63.0,82.0
2019-04-20,419.0,122.0,81.0,199.0,132.0,69.0,224.0,136.0,71.0,101.0,122.0,65.0,45.0
2019-04-21,1205.0,106.0,85.0,225.0,230.0,69.0,189.0,173.0,79.0,124.0,124.0,70.0,41.0
2019-04-22,778.0,107.0,74.0,246.0,258.0,70.0,127.0,201.0,85.0,158.0,119.0,73.0,78.0
2019-04-23,730.0,112.0,74.0,257.0,314.0,96.0,144.0,234.0,72.0,129.0,154.0,70.0,124.0
2019-04-24,608.0,108.0,73.0,232.0,223.0,92.0,167.0,253.0,63.0,149.0,157.0,79.0,73.0
2019-04-25,792.5,126.0,76.0,251.0,218.0,102.0,204.0,313.0,83.0,91.0,135.0,70.0,71.0
2019-04-26,977.0,144.0,75.0,223.0,298.0,108.0,160.0,275.0,116.0,82.0,181.0,69.0,79.0
2019-04-27,1161.5,150.0,69.0,248.0,222.0,124.0,153.0,296.0,113.0,93.0,151.0,69.0,78.0
2019-04-28,1346.0,141.0,71.0,269.0,283.0,112.0,197.0,259.0,102.0,125.0,142.0,64.0,57.0
2019-04-29,1015.0,140.0,75.0,256.0,287.0,103.0,168.0,261.0,85.0,129.0,143.0,70.0,46.0
2019-04-30,255.0,124.0,78.0,257.0,287.0,98.0,167.0,288.0,56.0,124.0,153.0,70.0,58.0
2019-05-01,518.0,111.0,80.0,285.0,322.0,96.0,149.0,309.0,46.0,106.0,156.0,78.0,83.0
2019-05-02,604.0,103.0,78.0,275.0,277.0,111.0,133.0,318.0,50.0,109.0,166.0,76.0,109.0
2019-05-03,315.0,112.0,78.0,202.0,151.0,119.0,84.0,209.0,97.0,97.0,149.0,100.0,148.0
2019-05-04,326.0,120.0,80.0,182.0,141.0,110.0,106.0,147.0,175.0,97.0,124.0,102.0,158.0
2019-05-05,449.0,132.0,79.0,231.0,124.0,106.0,181.0,235.0,160.0,114.0,117.0,96.0,146.0
2019-05-06,455.0,131.0,82.0,267.0,112.0,118.0,186.0,230.0,190.0,147.0,138.0,105.0,133.0
2019-05-07,398.0,113.0,83.0,310.0,121.0,130.0,210.0,297.0,163.0,119.0,134.0,100.0,122.0
2019-05-08,346.0,87.0,75.0,389.0,183.0,133.0,190.0,323.0,166.0,120.0,183.0,76.0,126.0
2019-05-09,291.0,106.0,79.0,390.0,197.0,132.0,202.0,395.0,151.0,147.0,218.0,66.0,131.0
2019-05-10,289.3333333333333,120.0,77.0,333.0,219.0,125.0,223.0,354.0,163.0,198.0,156.0,64.0,124.0
2019-05-11,287.66666666666663,105.0,126.0,266.0,210.0,121.0,200.0,249.0,140.0,244.0,138.0,59.0,106.0
2019-05-12,285.99999999999994,101.0,150.0,352.0,164.0,104.0,210.0,367.0,138.0,116.0,206.0,69.0,106.75
2019-05-13,284.33333333333326,106.0,135.0,376.0,183.0,109.0,151.0,344.0,135.0,174.0,121.0,59.0,107.5
2019-05-14,282.6666666666666,88.0,145.0,217.0,178.0,98.0,186.0,164.0,129.0,99.0,100.0,59.0,108.25
2019-05-15,281.0,96.0,132.0,194.0,198.0,110.0,209.0,173.0,116.0,112.0,184.0,82.0,109.0
2019-05-16,330.0,102.0,107.0,192.0,223.0,93.0,156.0,163.0,111.0,101.0,343.0,112.0,92.0
2019-05-17,356.0,110.0,102.0,257.0,192.0,109.0,147.0,227.0,125.0,99.0,199.0,121.0,88.0
2019-05-18,359.0,121.0,88.0,176.0,167.0,112.0,166.0,119.0,117.0,76.0,169.0,111.0,95.0
2019-05-19,547.0,116.0,83.0,168.0,144.0,134.0,220.0,120.0,127.0,100.0,104.0,54.0,93.0
2019-05-20,813.0,109.0,76.0,216.0,196.0,120.0,212.0,209.0,117.5,102.0,107.0,54.0,104.0
2019-05-21,321.0,109.0,71.0,206.0,189.0,111.0,200.0,192.0,108.0,90.0,105.0,71.0,80.0
2019-05-22,270.0,107.0,80.0,167.0,203.0,109.0,132.0,167.0,115.0,106.0,105.0,67.0,89.5
2019-05-23,323.0,102.0,79.0,228.0,189.0,104.0,166.0,195.0,106.0,108.0,96.0,59.0,99.0
2019-05-24,344.0,92.0,113.0,151.0,150.0,92.0,100.0,132.0,101.0,79.0,97.0,54.0,99.0
2019-05-25,404.0,82.0,124.0,125.0,142.0,112.0,93.0,89.0,109.0,71.0,120.0,62.0,108.0
2019-05-26,558.0,91.0,131.0,135.0,125.0,124.0,166.0,96.0,126.0,77.0,98.0,50.0,99.0
2019-05-27,435.0,92.0,113.0,163.0,160.0,114.0,196.0,120.0,120.0,77.0,111.0,44.0,106.0
2019-05-28,440.0,92.0,132.0,175.0,211.0,112.0,180.0,163.0,106.0,81.0,134.0,66.0,85.0
2019-05-29,374.0,112.0,137.0,191.0,175.0,124.0,167.0,157.0,114.0,100.0,109.0,84.0,83.0
2019-05-30,515.0,98.0,141.0,226.0,231.0,119.0,169.0,240.0,111.0,123.0,103.0,68.0,83.0
2019-05-31,360.0,101.0,156.0,266.0,230.0,105.0,205.0,300.0,103.0,122.0,117.0,70.0,74.0
2019-06-01,467.0,89.0,148.0,300.0,167.0,95.0,112.0,304.0,103.0,121.0,116.0,57.0,103.0
2019-06-02,402.0,100.0,143.0,222.0,176.0,111.0,136.0,250.0,87.0,124.0,121.0,49.0,101.0
2019-06-03,419.0,98.0,161.0,232.0,184.0,91.0,97.0,223.0,97.0,135.0,148.0,46.5,80.0
2019-06-04,408.0,69.0,143.0,212.0,174.0,75.0,128.0,234.0,109.0,148.0,166.0,44.0,107.0
2019-06-05,402.0,78.0,153.0,190.0,195.0,86.0,100.0,208.0,88.0,104.0,175.0,52.0,91.0
2019-06-06,303.0,78.0,132.0,209.0,205.0,103.0,115.0,244.0,117.0,103.0,145.0,47.0,78.0
2019-06-07,354.0,102.0,94.0,192.0,145.0,89.0,121.0,253.0,121.0,79.0,158.0,60.0,65.0
2019-06-08,358.0,76.0,126.0,184.0,104.0,78.0,158.0,214.0,109.0,90.0,154.0,51.0,71.0
2019-06-09,324.0,66.0,119.0,237.0,151.0,88.0,180.0,233.0,119.0,94.0,137.0,44.0,90.0
2019-06-10,360.0,54.0,100.0,230.0,183.0,75.0,155.0,289.0,122.0,98.0,135.0,53.0,78.0
2019-06-11,348.0,50.0,116.0,315.0,173.0,60.0,182.0,348.0,99.0,113.0,125.0,39.0,61.0
2019-06-12,333.0,51.0,119.0,280.0,144.0,48.0,133.0,327.0,119.0,122.0,95.0,,50.0
2019-06-13,321.0,50.0,110.0,189.0,162.0,39.0,184.0,186.0,112.0,101.0,85.0,,42.0
2019-06-14,338.0,59.0,91.0,167.0,202.0,40.0,200.0,150.0,101.0,98.0,88.0,,38.0
2019-06-15,369.0,69.0,89.0,217.0,225.0,55.0,216.0,185.0,122.0,126.0,100.0,,54.0
2019-06-16,397.0,63.0,87.0,205.0,199.0,57.0,172.0,206.0,135.0,106.0,85.0,,75.0
2019-06-17,414.0,61.0,80.0,126.0,113.0,60.0,185.0,104.0,109.0,104.0,101.0,,72.0
2019-06-18,363.0,70.0,108.0,119.0,114.0,60.0,198.0,141.0,100.0,91.0,101.0,,59.0
2019-06-19,371.0,74.0,91.0,173.0,160.0,60.0,142.0,159.0,153.0,153.0,88.0,50.0,77.0
2019-06-20,565.0,67.0,88.0,175.0,138.0,54.0,120.0,177.0,126.0,121.0,78.0,51.0,59.0
2019-06-21,348.0,64.0,92.0,178.0,164.0,65.0,125.0,152.0,86.0,81.0,91.0,51.66666666666666,42.0
2019-06-22,184.0,67.0,96.0,185.0,207.0,60.0,108.0,190.0,104.0,94.0,123.0,52.33333333333333,46.0
2019-06-23,328.0,66.0,109.0,153.0,112.0,60.0,104.0,137.0,98.0,100.0,135.0,52.99999999999999,48.0
2019-06-24,440.0,65.0,101.0,118.0,115.0,62.0,89.0,90.0,75.0,96.0,100.0,53.66666666666666,53.0
2019-06-25,411.0,65.0,129.0,131.0,151.0,62.0,93.0,108.0,60.0,65.0,100.0,54.33333333333332,78.0
2019-06-26,469.0,74.0,179.0,161.0,143.0,60.0,115.0,123.0,73.0,66.0,102.0,55.0,74.0
2019-06-27,436.0,72.0,69.0,169.0,161.0,38.0,111.0,150.0,98.0,100.0,172.0,53.0,70.0
2019-06-28,517.0,72.0,78.0,207.0,199.0,35.0,150.0,182.0,100.0,94.0,168.0,48.0,42.0
2019-06-29,640.0,79.0,106.0,223.0,226.0,35.0,117.0,191.0,105.0,127.0,109.0,49.0,40.0
2019-06-30,465.0,68.0,123.0,234.0,239.0,39.0,93.0,222.0,80.0,126.0,98.0,46.0,46.0
2019-07-01,486.0,65.0,125.0,195.0,124.0,44.0,113.0,173.0,84.0,93.0,102.0,48.0,39.0
2019-07-02,446.0,70.0,73.0,202.0,172.0,36.0,106.0,196.0,88.0,86.0,104.0,46.0,66.0
2019-07-03,426.0,64.0,174.0,162.0,104.0,46.0,91.0,166.0,107.0,98.0,107.0,50.0,68.0
2019-07-04,534.0,65.0,84.0,111.0,94.0,49.0,92.0,74.0,132.0,105.0,87.0,88.0,68.0
2019-07-05,610.0,63.0,134.0,113.0,98.0,46.0,101.0,68.0,110.0,77.0,69.0,52.0,70.0
2019-07-06,491.0,62.0,85.0,99.0,105.0,42.0,93.0,66.0,80.0,73.0,79.0,53.0,72.0
2019-07-07,451.0,69.0,77.0,101.0,107.0,47.0,84.0,72.0,107.0,59.0,66.0,41.0,43.0
2019-07-08,509.0,58.0,88.0,129.0,104.0,36.0,96.0,92.0,128.0,67.0,83.0,37.0,35.0
2019-07-09,491.0,64.0,92.0,131.0,80.0,43.0,101.0,101.0,128.5,69.0,104.0,53.0,37.0
2019-07-10,524.0,68.0,92.0,150.0,90.0,36.0,87.0,129.0,129.0,89.0,109.0,53.0,75.0
2019-07-11,575.0,86.0,76.0,300.0,92.0,40.0,78.0,258.0,108.0,146.0,120.0,62.0,40.0
2019-07-12,490.0,71.0,81.0,294.0,91.0,45.0,79.0,238.0,102.0,110.0,103.0,66.0,70.0
2019-07-13,503.0,62.0,94.0,312.0,95.0,46.0,83.0,197.0,110.0,142.0,95.0,45.0,48.0
2019-07-14,469.0,63.0,80.0,243.0,84.0,36.0,69.0,199.0,106.0,60.0,96.0,44.0,41.0
2019-07-15,455.0,65.0,99.0,180.0,114.0,44.0,91.0,192.0,106.0,51.0,96.0,50.0,48.0
2019-07-16,488.0,65.0,80.0,117.0,78.0,60.0,107.0,135.0,106.0,73.0,119.0,70.0,39.0
2019-07-17,513.0,69.0,77.0,92.0,102.0,68.0,108.0,73.0,143.0,52.0,103.0,55.0,55.0
2019-07-18,466.0,73.0,85.0,98.0,88.0,70.0,106.0,67.0,117.0,53.0,98.0,49.0,53.0
2019-07-19,429.0,66.0,74.0,142.0,103.0,89.0,112.0,80.0,106.0,64.0,68.0,41.0,46.0
2019-07-20,459.0,48.0,84.0,137.0,112.0,64.0,104.0,130.0,89.0,61.0,81.0,49.0,47.0
2019-07-21,385.0,64.0,87.0,123.0,86.0,54.0,100.0,88.0,57.0,60.0,81.0,43.0,45.0
2019-07-22,309.0,57.0,70.0,124.0,81.0,48.0,109.0,108.0,46.0,71.0,80.0,52.0,39.0
2019-07-23,587.0,56.0,73.0,156.0,86.0,48.0,102.0,109.0,49.0,75.0,71.0,51.0,35.0
2019-07-24,482.0,60.0,73.0,165.0,78.0,47.0,85.0,133.0,75.0,79.0,67.0,55.0,35.0
2019-07-25,502.0,64.0,94.0,98.0,72.0,49.0,83.0,64.0,100.0,70.0,61.0,52.0,35.0
2019-07-26,469.0,62.0,85.0,94.0,79.0,50.0,103.0,61.0,78.0,46.0,62.0,57.0,35.0
2019-07-27,413.0,55.0,66.0,85.0,67.0,47.0,108.0,72.0,52.0,55.0,73.0,61.0,65.0
2019-07-28,478.0,62.0,83.0,83.0,95.0,47.0,93.0,45.0,71.0,55.0,58.0,56.0,36.0
2019-07-29,515.0,64.0,77.0,82.0,80.0,42.0,90.0,43.0,53.0,51.0,59.0,70.0,68.0
2019-07-30,461.0,58.0,74.0,90.0,75.0,35.0,95.0,50.0,85.0,48.0,56.0,78.0,28.0
2019-07-31,709.0,58.0,114.0,90.0,91.0,37.0,94.0,58.0,104.0,47.0,72.0,139.0,29.0
2019-08-01,957.0,61.0,105.0,98.0,91.0,41.0,96.0,61.0,113.0,47.0,66.0,46.0,34.0
2019-08-02,685.0,59.0,129.0,95.0,145.0,37.0,102.0,64.0,75.0,42.0,56.0,54.0,68.0
2019-08-03,492.0,56.0,130.0,104.0,108.0,39.0,120.0,72.0,68.0,45.0,62.0,56.0,24.0
2019-08-04,464.0,60.0,126.0,101.0,108.0,36.0,101.0,72.0,83.0,67.0,54.0,45.0,27.0
2019-08-05,477.0,53.0,105.0,108.0,103.0,37.0,106.0,69.0,88.0,59.0,74.0,55.0,31.0
2019-08-06,564.0,48.0,110.0,99.0,86.0,51.0,145.0,71.0,82.0,56.0,66.0,52.0,32.0
2019-08-07,545.0,57.0,65.0,104.0,98.0,46.0,109.0,46.0,52.0,52.0,71.0,55.0,66.0
2019-08-08,530.0,53.0,84.0,99.0,107.0,47.0,110.5,51.0,63.0,61.0,67.0,90.0,27.0
2019-08-09,448.0,55.0,70.0,89.0,94.0,46.0,112.0,54.0,90.0,54.0,54.0,53.0,32.0
2019-08-10,440.0,49.0,74.0,75.0,92.0,45.0,116.0,52.0,98.0,43.0,48.0,59.0,70.0
2019-08-11,452.0,50.0,76.0,83.0,100.0,50.0,116.0,38.0,102.0,53.0,51.0,45.0,76.0
2019-08-12,573.0,52.0,112.0,80.0,103.0,63.0,148.0,48.0,90.0,54.0,62.0,43.0,49.0
2019-08-13,467.0,68.0,80.0,85.0,116.0,72.0,121.0,60.0,101.0,53.0,74.0,54.0,49.66666666666666
2019-08-14,492.0,70.0,106.0,93.0,105.0,75.0,103.0,55.0,108.0,50.0,79.0,50.0,50.33333333333333
2019-08-15,471.0,59.0,105.0,93.0,83.0,58.0,90.0,53.0,113.0,58.0,71.0,51.0,51.0
2019-08-16,505.0,51.0,110.0,73.0,81.0,53.0,96.0,41.0,104.5,50.0,49.0,51.0,49.0
2019-08-17,473.0,61.0,82.0,67.0,60.0,69.0,100.0,55.0,96.0,44.0,55.0,52.0,40.0
2019-08-18,539.0,67.0,69.0,66.0,64.0,89.0,101.0,49.0,113.0,39.0,55.0,52.0,
2019-08-19,627.0,65.0,58.0,99.0,69.0,85.0,122.0,51.0,112.0,45.0,70.0,51.0,
2019-08-20,466.0,74.0,68.0,103.0,80.0,82.0,113.0,85.0,108.0,48.0,81.0,48.0,
2019-08-21,465.0,73.0,77.0,107.0,74.0,75.0,107.0,117.0,112.0,68.0,83.0,42.0,
2019-08-22,462.0,68.0,82.0,125.0,78.0,67.0,126.0,107.0,77.0,77.0,71.0,48.0,
2019-08-23,523.0,65.0,52.0,130.0,72.0,65.0,86.0,96.0,109.0,69.0,76.0,45.0,
2019-08-24,385.0,57.0,48.0,149.0,78.0,51.0,92.0,115.0,97.0,77.0,66.0,49.0,
2019-08-25,360.0,68.0,47.0,107.0,74.0,51.0,93.0,87.0,82.0,80.0,71.0,50.0,
2019-08-26,532.0,63.0,57.0,77.0,66.0,52.0,114.0,53.0,95.0,74.0,61.0,51.0,
2019-08-27,651.0,61.0,48.0,114.0,85.0,65.0,108.0,55.0,108.0,68.0,65.0,53.0,
2019-08-28,434.0,52.0,104.0,119.0,73.0,68.0,92.0,69.0,109.0,84.0,73.0,58.0,92.0
2019-08-29,517.0,49.0,51.0,103.0,93.0,65.0,107.0,73.0,102.0,64.0,68.0,48.0,47.0
2019-08-30,563.0,53.0,101.0,110.0,104.0,54.0,115.0,59.0,,60.0,73.0,55.0,37.0
2019-08-31,464.0,63.0,121.0,123.0,110.0,41.0,144.0,74.0,,70.0,69.0,47.0,
2019-09-01,420.0,61.0,122.0,123.0,103.0,44.0,200.0,72.0,,80.0,75.0,44.0,
2019-09-02,419.0,48.0,108.0,105.0,102.0,38.0,87.0,66.0,,54.0,64.0,51.0,
2019-09-03,447.0,51.0,100.0,131.0,85.0,38.0,155.0,122.0,,79.0,86.0,59.0,
2019-09-04,401.0,51.0,146.0,165.0,73.0,35.0,135.0,156.0,,144.0,83.0,52.0,
2019-09-05,446.0,56.0,70.0,118.0,72.0,32.0,103.0,104.0,,64.0,76.0,55.0,
2019-09-06,432.0,64.0,75.0,96.0,75.0,34.0,138.0,67.0,62.0,55.0,75.0,53.0,
2019-09-07,454.0,63.0,105.0,95.0,73.0,32.0,179.0,60.0,56.0,70.0,74.0,58.0,
2019-09-08,408.0,62.0,76.0,99.0,63.0,33.0,160.0,96.0,64.0,68.0,72.0,54.0,
2019-09-09,381.0,63.0,76.0,107.0,67.0,36.0,181.0,76.0,98.0,70.0,75.0,52.0,
2019-09-10,468.0,67.0,111.0,139.0,74.0,39.0,98.0,118.0,111.0,81.0,108.0,48.0,
2019-09-11,508.25,62.0,150.0,166.0,76.0,50.0,109.0,167.0,104.0,77.0,103.0,44.0,
2019-09-12,548.5,68.0,103.0,158.0,92.0,57.0,98.0,165.0,93.0,79.0,91.0,45.0,
2019-09-13,588.75,67.0,78.0,103.0,95.0,49.0,72.0,89.0,96.0,84.0,83.0,46.0,
2019-09-14,629.0,70.0,81.0,85.0,77.0,48.0,68.0,83.0,107.0,103.0,71.0,49.0,
2019-09-15,793.0,69.0,89.0,83.0,81.0,61.0,94.0,85.0,86.0,85.0,67.0,53.0,
2019-09-16,495.0,67.0,100.0,111.0,69.0,65.0,109.0,91.0,83.0,79.0,80.0,56.0,
2019-09-17,528.0,120.0,96.0,143.0,69.0,65.0,105.0,112.0,91.0,56.0,88.0,57.0,
2019-09-18,570.0,92.0,105.0,117.0,81.0,65.0,102.0,95.0,60.0,75.0,89.0,57.0,
2019-09-19,708.0,82.0,95.0,80.0,72.0,56.0,114.0,82.0,43.0,91.0,81.0,58.0,
2019-09-20,314.0,67.0,120.0,96.0,86.0,53.0,101.0,82.0,53.0,97.0,64.0,56.0,
2019-09-21,386.0,74.0,106.0,112.0,89.0,61.0,109.0,85.0,77.0,90.0,59.0,51.0,
2019-09-22,356.0,81.0,126.0,86.0,81.0,61.0,95.0,62.0,44.0,87.0,54.0,50.0,
2019-09-23,398.0,91.0,135.0,89.0,72.0,65.0,97.0,72.0,42.0,66.0,57.0,58.0,
2019-09-24,476.0,100.0,114.0,103.0,85.0,60.0,97.0,82.0,64.0,61.0,126.0,68.0,
2019-09-25,572.0,81.0,93.0,100.0,92.0,49.0,72.0,83.0,84.0,87.0,78.0,74.0,
2019-09-26,427.0,64.0,99.0,87.0,70.0,53.0,65.0,75.0,106.0,146.0,55.0,80.0,
2019-09-27,466.0,83.0,103.0,78.0,67.0,38.0,70.0,54.0,131.0,96.0,53.0,78.0,
2019-09-28,438.0,99.0,105.0,78.0,54.0,44.0,69.0,59.0,110.0,60.0,54.0,64.0,
2019-09-29,432.0,93.0,116.0,68.0,52.0,63.0,60.0,49.0,89.0,63.0,66.0,76.0,
2019-09-30,322.0,73.0,106.0,75.0,52.0,75.0,70.0,48.0,98.0,48.0,83.0,153.0,
2019-10-01,266.0,88.0,109.0,98.0,65.0,87.0,87.0,76.0,93.0,57.0,80.0,109.0,
2019-10-02,430.0,92.0,122.0,105.0,66.0,72.0,85.0,89.0,97.0,67.0,81.0,63.0,
2019-10-03,528.0,95.0,110.0,140.0,76.0,85.0,94.0,98.0,117.0,84.0,95.0,63.0,
2019-10-04,512.0,104.0,72.0,113.0,91.0,81.0,105.0,97.0,114.33333333333331,55.0,95.0,60.0,
2019-10-05,614.0,107.0,78.0,108.0,104.0,71.0,114.0,86.0,111.66666666666666,60.0,78.0,56.0,
2019-10-06,954.0,85.0,145.0,127.0,126.0,82.0,119.0,96.0,109.0,86.0,88.0,62.0,
2019-10-07,1217.0,88.0,108.0,133.0,146.0,86.0,115.0,91.0,74.0,94.0,106.0,48.0,
2019-10-08,659.0,92.0,141.0,123.0,167.0,95.0,111.0,95.0,114.0,132.0,105.0,57.0,50.0
2019-10-09,1389.0,89.0,114.0,165.0,197.0,92.0,107.0,108.0,97.5,81.0,108.0,55.0,78.0
2019-10-10,1195.0,146.0,92.0,208.0,149.0,80.0,103.0,153.0,81.0,77.0,104.0,67.0,45.0
2019-10-11,615.0,95.0,87.0,243.0,160.0,70.0,107.0,192.0,100.0,154.0,104.0,58.0,43.0
2019-10-12,904.0,90.0,92.0,235.0,162.0,67.0,107.0,172.0,101.0,155.0,106.0,63.0,72.0
2019-10-13,1595.0,72.0,89.0,282.0,160.0,70.0,120.0,188.0,133.0,179.0,125.0,54.0,46.0
2019-10-14,1257.0,73.0,86.0,285.0,208.0,88.0,152.5,241.0,147.0,205.0,128.0,64.0,74.0
2019-10-15,919.0,79.0,75.0,291.0,198.0,98.0,185.0,254.0,75.0,104.0,136.0,67.0,55.0
2019-10-16,1190.0,71.0,64.0,320.0,198.0,98.0,225.0,291.0,83.0,117.0,136.0,71.0,72.0
2019-10-17,956.0,75.0,61.0,300.0,222.0,117.0,299.0,289.0,48.0,95.0,127.0,56.0,51.0
2019-10-18,1124.0,69.0,80.0,265.0,226.0,64.0,313.0,295.0,45.0,94.0,123.0,59.0,43.0
2019-10-19,318.0,71.0,75.0,170.0,210.0,54.0,314.0,165.0,52.0,58.0,109.0,61.0,41.0
2019-10-20,228.0,56.0,73.0,242.0,260.0,63.0,204.0,223.0,64.0,87.0,120.0,56.0,52.0
2019-10-21,225.0,69.0,71.0,254.0,301.0,53.0,237.0,225.0,44.0,110.0,143.0,51.0,72.0
2019-10-22,258.0,69.0,69.0,243.0,288.0,71.0,329.0,232.0,62.0,147.0,149.0,60.0,44.0
2019-10-23,249.0,66.0,81.0,248.0,280.0,78.0,308.0,223.0,74.0,227.0,193.0,60.0,71.0
2019-10-24,270.0,62.0,67.0,335.0,293.0,72.0,330.0,292.0,97.5,179.0,145.0,72.0,40.0
2019-10-25,334.0,65.0,86.0,331.0,235.0,51.0,163.0,308.0,121.0,198.0,163.0,79.0,39.0
2019-10-26,273.0,59.0,121.0,315.0,180.0,52.0,113.0,272.0,93.0,234.0,170.0,58.0,69.0
2019-10-27,199.0,74.0,306.0,354.0,193.0,59.0,160.0,311.0,132.0,212.0,144.0,63.0,49.0
2019-10-28,212.0,88.0,208.0,417.0,356.0,126.0,408.0,396.0,284.0,399.0,355.0,69.0,67.0
2019-10-29,200.0,80.0,83.0,419.0,356.0,94.0,364.0,375.0,60.0,309.0,310.0,77.0,48.0
2019-10-30,305.0,78.0,84.0,452.0,330.0,82.0,364.0,369.0,81.0,247.0,203.0,68.0,48.0
2019-10-31,502.0,68.0,141.0,460.0,364.0,76.0,346.0,374.0,101.0,321.0,143.0,61.0,45.0
2019-11-01,362.0,84.0,133.0,591.0,383.0,54.0,356.0,476.0,163.0,313.0,132.0,62.0,64.0
2019-11-02,275.0,77.0,76.0,473.0,428.0,66.0,425.0,431.0,134.0,313.0,171.0,69.0,49.0
2019-11-03,351.0,89.0,91.0,659.0,431.0,84.0,419.0,607.0,281.0,302.0,247.0,60.0,74.0
2019-11-04,636.0,95.0,222.0,532.0,453.0,96.0,395.0,448.0,307.0,288.0,191.0,59.0,94.0
2019-11-05,346.0,139.0,261.0,385.0,455.0,155.0,416.0,360.0,271.0,261.0,154.0,66.0,122.0
2019-11-06,561.0,169.0,229.0,265.0,353.0,177.0,349.0,221.0,266.0,254.0,139.0,67.0,190.0
2019-11-07,358.0,174.0,273.0,296.0,369.0,155.0,346.0,280.0,275.0,212.0,101.0,65.0,198.0
2019-11-08,316.0,159.0,294.0,346.0,362.0,131.0,367.0,335.0,169.0,54.0,162.0,65.0,174.0
