Date,Bengaluru,Delhi,Hyderabad
2020-06-08,5.22,31.81,20.52
2020-06-09,5.64,33.83,21.26
2020-06-10,6,33.27,15.23
2020-06-11,5.76,36.54,19.95
2020-06-12,5.93,38.64,23.05
2020-06-13,6.57,36.62,10.64
2020-06-14,6.7,40,11.98
2020-06-15,6.55,35.38,12.69
2020-06-16,6.9,32.62,9.12
2020-06-17,6.48,29.4,9.94
2020-06-18,6.84,28.68,9.71
2020-06-19,6.54,27.96,18.62
2020-06-20,6.59,26.38,20.92
2020-06-21,6.5,28.84,27.63
2020-06-22,6.5,34.32,20.05
2020-06-23,6.76,33.32,11.81
2020-06-24,7.37,31.45,7.3
2020-06-25,7.42,30.48,8.93
2020-06-26,7.32,32.64,9.63
2020-06-27,6.88,31.43,9.34
2020-06-28,6.58,29.27,11.09
2020-06-29,6.8,27.97,13.09
2020-06-30,6.82,28.48,10.8
2020-07-01,7.42,29.06,9.32
